SITE,DATE,time line,pH,Temp,normality,sampleVolume,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp
GUIL,2017-12-12,December_2017,7.87,18.1,0.16,50,8.56,98.5,227.4,18.8
GUIL,2017-12-12,December_2017,7.87,17.4,0.16,50,,,,
GUIL,2018-01-23,January_2018,7.81,18.5,0.16,50,8.94,90.1,220.4,19.3
GUIL,2018-01-23,January_2018,8.03,18,0.16,50,,,,
GUIL,2018-02-14,Feburary_2018,7.78,20.6,0.16,50,8.4,95.5,230,19.6
GUIL,2018-02-14,Feburary_2018,7.86,21.5,0.16,50,,,,
GUIL,2018-02-27,Feburary_2018,7.57,17.7,0.16,50,8.52,96.5,196.8,18.6
GUIL,2018-02-27,Feburary_2018,7.51,19.4,0.16,50,,,,
GUIL,2018-03-27,March_2018,7.48,19.6,0.16,50,8.28,95.8,175.7,19.5
GUIL,2018-03-27,March_2018,7.36,21.3,0.16,50,,,,
GUIL,2018-04-09,April_2018,7.79,19.3,0.16,50,7.79,91.7,220.6,20.5
GUIL,2018-04-09,April_2018,7.69,20.8,0.16,50,,,,
GUIL,2018-04-24,April_2018,7.69,17.9,0.16,50,8.02,95.6,201.4,21.4
GUIL,2018-04-24,April_2018,7.47,17,0.16,50,,,,
GUIL,2018-05-02,May_2018,7.71,20.5,0.16,50,8.42,97.7,220.8,21.8
GUIL,2018-05-02,May_2018,7.77,21.3,0.16,50,,,,
GUIL,2018-05-23,May_2018,7.73,22.3,0.16,50,8.2,96.6,163.6,20.6
GUIL,2018-05-23,May_2018,7.8,21.1,0.16,50,,,,
GUIL,2018-05-29,May_2018,7.57,22.8,0.16,50,7.97,96.1,182,21.8
GUIL,2018-05-29,May_2018,7.54,22.3,0.16,50,,,,
GUIL,2018-06-12,June_2018,7.98,21.3,0.16,50,8.02,97.2,229.7,23.2
GUIL,2018-06-12,June_2018,8.12,20,0.16,50,,,,
GUIL,2018-06-26,June_2018,7.46,21.2,0.16,50,7.91,98.5,221.1,23.1
GUIL,2018-06-26,June_2018,7.52,19,0.16,50,,,,
GUIL,2018-07-18,July_2018,7.64,21.4,0.16,50,7.26,89.4,226.7,22.9
GUIL,2018-07-18,July_2018,7.82,20,0.16,50,,,,
GUIL,2018-07-24,July_2018,7.78,17.7,0.16,50,7.2,88.8,231.1,22.9
GUIL,2018-07-24,July_2018,7.78,19.8,0.16,50,,,,
GUIL,2018-08-23,August_2018,8,18.5,0.16,50,7.81,95.8,206.1,22.5
GUIL,2018-08-23,August_2018,7.97,20,0.16,50,,,,
GUIL,2018-08-28,August_2018,7.68,21.6,0.16,50,7.78,93.3,202.4,21.5
GUIL,2018-08-28,August_2018,7.72,21.1,0.16,50,,,,
GUIL,2018-09-05,September_2018,8,20.5,0.16,50,7.89,96.1,205.4,22.4
GUIL,2018-09-05,September_2018,8.1,19.2,0.16,50,,,,
GUIL,2018-09-11,September_2018,7.66,21.5,0.16,50,8.23,100.1,210,22
GUIL,2018-09-11,September_2018,7.72,20.2,0.16,50,,,,
GUIL,2018-09-17,September_2018,7.68,17.3,0.16,50,8.24,99.1,161.1,21.8
GUIL,2018-09-17,September_2018,7.75,18.4,0.16,50,,,,
GUIL,2018-09-17,September_2018,7.79,21.4,0.16,50,,,,
GUIL,2018-09-25,September_2018,7.55,19.5,0.16,50,8.17,98.3,196.9,21.5
GUIL,2018-09-25,September_2018,7.64,18.8,0.16,50,,,,
GUIL,2018-10-10,October_2018,7.75,19,0.16,50,8.01,96.3,189,21.3
GUIL,2018-10-10,October_2018,7.43,19.2,0.16,50,,,,
GUIL,2018-10-24,October_2018,7.71,17,0.16,50,8.19,97.7,171.8,21
GUIL,2018-10-24,October_2018,7.65,21.1,0.16,50,,,,
GUIL,2018-10-30,October_2018,7.99,20.8,0.16,50,8.8,105.1,208.8,20.7
GUIL,2018-11-12,November_2018,7.82,18.6,0.16,50,8.64,103.4,162,20.8
GUIL,2018-11-27,November_2018,8,18.5,0.16,50,,,,
GUIL,2018-11-27,November_2018,7.97,20.3,0.16,50,9.97,115.1,211.4,19.5
GUIL,2018-12-11,December_2018,7.62,15.6,0.16,50,,,,
GUIL,2018-12-11,December_2018,7.68,19.1,0.16,50,8.15,93.9,216.2,19.3
GUIL,2019-01-22,January_2019,8.03,21.5,0.16,50,,,,
GUIL,2019-01-22,January_2019,8.05,19.3,0.16,50,7.7,90.2,225,18.9
GUIL,2019-02-13,Feburary_2019,7.68,19.9,0.16,50,7.47,86.6,234.4,19.2
GUIL,2019-02-19,Feburary_2019,7.67,18.3,0.16,50,,,,
GUIL,2019-02-19,Feburary_2019,7.63,15.9,0.16,50,7.45,85.8,236.7,19.4
GUIL,2019-03-19,March_2019,7.88,22.3,0.16,50,7.67,89.2,233.1,20
GUIL,2019-03-19,March_2019,7.87,20.3,0.16,50,,,,
GUIL,2019-04-08,April_2019,7.97,17.9,0.16,50,7.7,90.8,234.8,20.6
GUIL,2019-04-08,April_2019,7.91,21.1,0.16,50,,,,
GUIL,2019-04-16,April_2019,7.92,16.1,0.16,50,7.92,95.8,236.4,21.8
GUIL,2019-04-16,April_2019,7.94,16.5,0.16,50,,,,
GUIL,2019-05-06,May_2019,7.97,16.4,0.16,50,,94.56,230.9,22
GUIL,2019-05-14,May_2019,7.9,17.6,0.16,50,,,,
GUIL,2019-05-14,May_2019,7.8,15.5,0.16,50,7.1,87,243.1,22.5
GUIL,2019-05-22,May_2019,7.79,15.6,0.16,50,7.72,95.1,227.7,23
GUIL,2019-05-12,June_2019,7.93,15.7,0.16,50,6.78,83,241.1,22.5
GUIL,2019-06-18,June_2019,7.72,19.3,0.16,50,,,,
GUIL,2019-06-18,June_2019,7.93,20.5,0.16,50,7.17,88.8,245.9,23.2
GUIL,2019-06-18,June_2019,7.88,21.5,0.16,50,,,,
GUIL,2019-07-16,July_2019,7.59,18.2,0.16,50,7.41,89.8,191.2,22
GUIL,2019-07-16,July_2019,7.77,18.4,0.16,50,,,,
GUIL,2019-07-22,July_2019,7.75,15.7,0.16,50,7.85,92.4,162.1,20.4
GUIL,2019-08-13,August_2019,7.72,18.4,0.16,50,6.62,81.7,208.1,22.8
GUIL,2019-08-13,August_2019,7.72,17.2,0.16,50,,,,
GUIL,2019-08-21,August_2019,7.93,17,0.16,50,7.23,88.5,221.2,22.4
GUIL,2019-09-05,September_2019,7.98,21,0.16,50,7.05,87.9,228.7,23.6
GUIL,2019-09-10,September_2019,7.73,18.3,0.16,50,,,,
GUIL,2019-09-10,September_2019,7.63,17.6,0.16,50,7.23,87,180.8,21.5
GUIL,2019-09-16,September_2019,7.86,18.3,0.16,50,7.08,87.2,196.1,22.7
GUIL,2019-09-24,September_2019,7.73,18.1,0.16,50,,,,
GUIL,2019-09-24,September_2019,7.83,20.3,0.16,50,6.87,85.5,217.7,22.9
GUIL,2019-10-02,October_2019,8.04,19.9,0.16,50,7.55,91.1,191.6,22
GUIL,2019-10-02,October_2019,7.96,21,0.16,50,,,,
GUIL,2019-10-09,October_2019,7.96,20.5,0.16,50,7.77,93.6,213.8,21.6
GUIL,2019-10-15,October_2019,7.65,18,0.16,50,,,,
GUIL,2019-10-15,October_2019,7.68,19.1,0.16,50,8.18,95.8,176.2,20.6
GUIL,2019-10-23,October_2019,7.85,15.2,0.16,50,7.71,92.6,197.4,21.1
GUIL,2019-11-12,November_2019,7.85,19,0.16,50,7.84,93.4,213.5,20.8
GUIL,2019-11-19,November_2019,7.62,19.7,0.16,50,7.88,92.3,212.8,19.9
GUIL,2019-11-19,November_2019,8.33,18,0.16,50,,,,
GUIL,2019-11-25,November_2019,7.84,19.7,0.16,50,8.24,95,219.5,19
GUIL,2019-12-17,December_2019,7.96,19,0.16,50,7.4,88.7,227.3,20
GUIL,2019-12-17,December_2019,8.06,18.1,0.16,50,,,,
GUIL,2020-03-03,March_2020,7.39,18.2,0.16,50,8.24,94.5,157.6,19.2
GUIL,2020-03-03,March_2020,7.33,17.2,0.16,50,,,,
